Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags
CPLSE,CPLSE,132936491,SEC185143,139203951,XK2344F56,XK2344F56,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,9,9,"$8,530.71","$4,221.00",$0.00,$0.00,0.00,Invoiced,10/24/2016,10/31/2016,10/26/2016,10/26/2016,"17JZSD2,17K0TD2,17K1TD2,17K2TD2,17K3TD2,17K4TD2,17K5TD2,17K6TD2,17K7TD2"
CPLSE,CPLSE,132936491,SEC185143,139203985,XK22JF698,XK22JF698,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,9,9,"$1,169.91",$989.91,$0.00,$0.00,0.00,Invoiced,10/24/2016,10/25/2016,10/24/2016,10/24/2016,"2JN33D2,54N33D2,74N33D2,9HN33D2,B4N33D2,C3N33D2,CHN33D2,GHN33D2,HV273D2"
CPLSE,CPLSE,132936491,SEC-188828,157931782,10130685885,10130685885,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$871.43,$444.00,$0.00,$35.52,35.52,Invoiced,11/21/2016,11/25/2016,11/23/2016,11/30/2016,GQW3ND2
CPLSE,CPLSE,132936491,SEC-188828,157931790,10130685885,10130685885,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,11/21/2016,11/22/2016,11/21/2016,11/30/2016,HD493D2
CPLSE,CPLSE,132936491,SEC-188827,157932970,10130561901,10130561901,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$871.43,$444.00,$0.00,$35.52,35.52,Invoiced,11/21/2016,11/25/2016,11/23/2016,11/30/2016,GQVYMD2
CPLSE,CPLSE,132936491,SEC-188827,157932988,10130561901,10130561901,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,11/21/2016,11/22/2016,11/21/2016,11/30/2016,JD493D2
CPLSE,CPLSE,132936491,SEC-188825,157934281,10130561910,10130561910,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$871.43,$444.00,$0.00,$35.52,35.52,Invoiced,11/21/2016,11/25/2016,11/23/2016,11/30/2016,GQWWMD2
CPLSE,CPLSE,132936491,SEC-188825,157934299,10130561910,10130561910,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,11/21/2016,11/22/2016,11/21/2016,11/30/2016,7G493D2
CPLSE,CPLSE,132936491,SEC-188823,157935932,10130561928,10130561928,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$871.43,$444.00,$0.00,$35.52,35.52,Invoiced,11/21/2016,11/25/2016,11/23/2016,11/30/2016,GQW2ND2
CPLSE,CPLSE,132936491,SEC-188823,157935940,10130561928,10130561928,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,11/21/2016,11/22/2016,11/21/2016,11/30/2016,HS033D2
CPLSE,CPLSE,132936491,SEC-188821,157936906,10130561936,10130561936,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$871.43,$444.00,$0.00,$35.52,35.52,Invoiced,11/21/2016,11/25/2016,11/23/2016,11/30/2016,GQW4ND2
CPLSE,CPLSE,132936491,SEC-188821,157936914,10130561936,10130561936,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,11/21/2016,11/22/2016,11/21/2016,11/30/2016,7C6J3D2
CPLSE,CPLSE,132936491,SEC-196499,179578777,10143412669,10143412669,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.80,8.80,Invoiced,1/19/2017,1/20/2017,1/20/2017,1/25/2017,4RQJ3D2
CPLSE,CPLSE,132936491,SEC-196499,179578785,10143412669,10143412669,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$35.52,35.52,Invoiced,1/19/2017,1/24/2017,1/20/2017,1/25/2017,7NF2CH2
CPLSE,CPLSE,132936491,SEC-196868,180457961,10143941990,10143941990,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$27.49,27.49,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/27/2017,D3T6CH2
CPLSE,CPLSE,132936491,SEC-196868,180457979,10143941990,10143941990,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.44,8.44,Invoiced,1/23/2017,1/24/2017,1/23/2017,1/27/2017,6PTH3D2
CPLSE,CPLSE,132936491,SEC-196866,180460015,10143942004,10143942004,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$27.49,27.49,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/27/2017,D3S6CH2
CPLSE,CPLSE,132936491,SEC-196866,180460023,10143942004,10143942004,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.44,8.44,Invoiced,1/23/2017,1/24/2017,1/23/2017,1/27/2017,GKQJ3D2
CPLSE,CPLSE,132936491,SEC-196855,180461476,10143942012,10143942012,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$27.49,27.49,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/27/2017,D3T8CH2
CPLSE,CPLSE,132936491,SEC-196855,180461484,10143942012,10143942012,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.44,8.44,Invoiced,1/23/2017,1/24/2017,1/23/2017,1/27/2017,58VH3D2
CPLSE,CPLSE,132936491,SEC-196863,180463704,10143942039,10143942039,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$27.49,27.49,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/27/2017,D3V5CH2
CPLSE,CPLSE,132936491,SEC-196863,180463712,10143942039,10143942039,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.44,8.44,Invoiced,1/23/2017,1/24/2017,1/23/2017,1/27/2017,HCJK3D2
CPLSE,CPLSE,132936491,SEC-196865,180464702,10143942047,10143942047,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$27.49,27.49,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/27/2017,D3S7CH2
CPLSE,CPLSE,132936491,SEC-196865,180464710,10143942047,10143942047,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.44,8.44,Invoiced,1/23/2017,1/24/2017,1/23/2017,1/27/2017,FCJK3D2
CPLSE,CPLSE,132936491,SEC-196860,180467150,10143780397,10143780397,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$28.85,28.85,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/26/2017,10KWCH2
CPLSE,CPLSE,132936491,SEC-196858,180469081,10144112436,10144112436,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$885.72,$444.00,$0.00,$28.85,28.85,Invoiced,1/23/2017,1/26/2017,1/24/2017,1/28/2017,10YVCH2
CPLSE,CPLSE,132936491,SEC-202539,193879474,10152831039,10152831039,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$862.15,$444.00,$0.00,$35.52,35.52,Invoiced,3/2/2017,3/7/2017,3/3/2017,3/9/2017,HHTCDH2
CPLSE,CPLSE,132936491,SEC-202539,193879482,10152831039,10152831039,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.79,8.79,Invoiced,3/2/2017,3/3/2017,3/2/2017,3/9/2017,GM2T3D2
CPLSE,CPLSE,132936491,SEC-202533,193881611,10152855235,10152855235,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,1,1,$862.15,$444.00,$0.00,$35.52,35.52,Invoiced,3/2/2017,3/7/2017,3/3/2017,3/9/2017,HHT0DH2
CPLSE,CPLSE,132936491,SEC-202533,193881629,10152855235,10152855235,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$109.99,$0.00,$8.79,8.79,Invoiced,3/2/2017,3/3/2017,3/2/2017,3/9/2017,HM2T3D2
CPLSE,CPLSE,132936491,SEC212003,215975458,10166645340,10166645340,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFWI,OptiPlex 3040 Small Form Factor BTX,1,1,$798.57,$496.79,$0.00,$39.74,39.74,Invoiced,5/9/2017,5/15/2017,5/15/2017,5/17/2017,H9L97J2
CPLSE,CPLSE,132936491,SEC212003,215975474,10166645340,10166645340,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$101.39,$0.00,$8.11,8.11,Invoiced,5/9/2017,5/10/2017,5/10/2017,5/17/2017,C3YL0H2
CPLSE,CPLSE,132936491,SEC211998,215980680,10166613043,10166613043,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFWI,OptiPlex 3040 Small Form Factor BTX,1,1,$798.57,$496.79,$0.00,$39.74,39.74,Invoiced,5/9/2017,5/15/2017,5/15/2017,5/17/2017,H9K67J2
CPLSE,CPLSE,132936491,SEC211998,215980698,10166613043,10166613043,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$101.39,$0.00,$8.11,8.11,Invoiced,5/9/2017,5/10/2017,5/10/2017,5/17/2017,D4YL0H2
CPLSE,CPLSE,132936491,SEC211996,215982769,10166613051,10166613051,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFWI,OptiPlex 3040 Small Form Factor BTX,1,1,$798.57,$496.79,$0.00,$39.74,39.74,Invoiced,5/9/2017,5/15/2017,5/15/2017,5/17/2017,H9NBXH2
CPLSE,CPLSE,132936491,SEC211996,215982777,10166613051,10166613051,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$101.39,$0.00,$8.11,8.11,Invoiced,5/9/2017,5/10/2017,5/10/2017,5/17/2017,35YL0H2
CPLSE,CPLSE,132936491,SEC212000,215984435,10166613060,10166613060,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFWI,OptiPlex 3040 Small Form Factor BTX,1,1,$798.57,$496.79,$0.00,$39.74,39.74,Invoiced,5/9/2017,5/15/2017,5/15/2017,5/17/2017,H9QBXH2
CPLSE,CPLSE,132936491,SEC212000,215984450,10166613060,10166613060,CS Software and Peripherals,Displays,DELL MONITOR E2016H,210-AGLW,Dell 20 Monitor - E2016H,1,1,$129.99,$101.39,$0.00,$8.11,8.11,Invoiced,5/9/2017,5/10/2017,5/10/2017,5/17/2017,J3YL0H2
CPLSE,CPLSE,132936491,SEC106444,792827020,XJN9J4JJ5,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40",$710.02,$0.00,$0.00,0.00,Invoiced,3/16/2015,3/18/2015,3/17/2015,3/17/2015,GSKPD22
CPLSE,CPLSE,132936491,SEC106444,792827194,XJN9J4CF6,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,858-BBBK,Dell 22 Monitor - E2214H,0,1,$179.99,$140.39,$0.00,$0.00,0.00,Invoiced,3/16/2015,3/18/2015,3/17/2015,3/17/2015,
CPLSE,CPLSE,132936491,SEC106444,792827194,XJN9J4CF6,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/16/2015,3/18/2015,3/17/2015,3/17/2015,
CPLSE,CPLSE,132936491,SEC106446,793267416,XJN9RJPP1,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40",$710.02,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/18/2015,3/17/2015,3/17/2015,DRWS942
CPLSE,CPLSE,132936491,SEC106446,793267556,XJNC22X37,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,858-BBBK,Dell 22 Monitor - E2214H,0,1,$179.99,$140.39,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106446,793267556,XJNC22X37,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106445,793268703,XJN9RJPF4,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40",$710.02,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/18/2015,3/17/2015,3/17/2015,DRDL942
CPLSE,CPLSE,132936491,SEC106445,793268752,XJNC224W9,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,858-BBBK,Dell 22 Monitor - E2214H,0,1,$179.99,$140.39,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106445,793268752,XJNC224W9,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106443,793273471,XJN9RJ4K7,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.40",$710.02,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/18/2015,3/17/2015,3/17/2015,DRZM942
CPLSE,CPLSE,132936491,SEC106443,793273620,XJNC22XF3,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,858-BBBK,Dell 22 Monitor - E2214H,0,1,$179.99,$140.39,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106443,793273620,XJNC22XF3,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/17/2015,3/19/2015,3/18/2015,3/18/2015,
CPLSE,CPLSE,132936491,SEC106440,793897014,XJND17W74,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/26/2015,3/20/2015,3/20/2015,611WB42
CPLSE,CPLSE,132936491,SEC106440,793897063,XJNC5X125,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC106440,793897063,XJNC5X125,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC106441,793911542,XJND17X11,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/26/2015,3/20/2015,3/20/2015,60ZWB42
CPLSE,CPLSE,132936491,SEC106441,793911575,XJNC5XPD5,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC106441,793911575,XJNC5XPD5,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC106442,793914520,XJND47R38,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/26/2015,3/21/2015,3/22/2015,610TB42
CPLSE,CPLSE,132936491,SEC106442,793914579,XJNC5XT79,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC106442,793914579,XJNC5XT79,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,3/18/2015,3/20/2015,3/19/2015,3/19/2015,
CPLSE,CPLSE,132936491,SEC110460,806905408,XJNR158K3,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,4/13/2015,4/21/2015,4/15/2015,4/15/2015,CT2MC42
CPLSE,CPLSE,132936491,SEC110460,806905440,XJNP84FN8,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,4/13/2015,4/15/2015,4/13/2015,4/13/2015,
CPLSE,CPLSE,132936491,SEC110460,806905440,XJNP84FN8,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,4/13/2015,4/15/2015,4/13/2015,4/13/2015,
CPLSE,CPLSE,132936491,SEC111718,812058564,XJNWKPKM3,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/30/2015,4/23/2015,4/23/2015,7DFYC42
CPLSE,CPLSE,132936491,SEC111718,812058598,XJNW8T7R8,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/24/2015,4/23/2015,4/23/2015,
CPLSE,CPLSE,132936491,SEC111718,812058598,XJNW8T7R8,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/24/2015,4/23/2015,4/23/2015,
CPLSE,CPLSE,132936491,SEC111720,812058978,XJNWKPKD4,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/30/2015,4/23/2015,4/23/2015,7DWWC42
CPLSE,CPLSE,132936491,SEC111720,812059042,XJNWF57X3,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/24/2015,4/23/2015,4/23/2015,
CPLSE,CPLSE,132936491,SEC111720,812059042,XJNWF57X3,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,HARDWARE AND SOFTWARE SUPPORT ,983-2847,"3YR  Limited Warranty         Monitor, Advanced Exchange",0,1,$0.00,$0.00,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/24/2015,4/23/2015,4/23/2015,
CPLSE,CPLSE,132936491,SEC111722,812060925,XJNWKPJN5,,Desktops,OptiPlex Desktops,OPTIPLEX 3020,210-ABDX,OptiPlex 3020 Small Form Factor BTX Base,1,1,$791.37,$530.26,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/30/2015,4/23/2015,4/23/2015,7F6ZC42
CPLSE,CPLSE,132936491,SEC111722,812060941,XJNW8T252,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99,$109.19,$0.00,$0.00,0.00,Invoiced,4/22/2015,4/24/2015,4/23/2015,4/23/2015,
